der,Quellennachweis,list of sources,Vergessen Sie nicht den Quellennachweis am Ende.,Education,Advanced,0
die,Information,information,Wo bekomme ich Informationen über den Fahrplan?,General,Beginner,1
das,Gerücht,rumor,In der Stadt verbreitet sich ein wildes Gerücht.,Social,Intermediate,2
der,Kommentar,comment/opinion piece,Der Kommentar im Spiegel war sehr kritisch.,Media,Beginner,0
die,Kritik,criticism/review,Die Kritik am neuen Film fiel vernichtend aus.,Media,Beginner,1
das,Lob,praise,Er bekam viel Lob für seine harte Arbeit.,Social,Beginner,2
der,Zweifel,doubt,Es besteht kein Zweifel an seiner Unschuld.,Psychology,Intermediate,0
die,Überzeugung,conviction/belief,Es ist meine feste Überzeugung, dass wir das schaffen.,Psychology,Intermediate,1
das,Vorurteil,prejudice,Man sollte Menschen ohne Vorurteile begegnen.,Social,Intermediate,2
der,Eindruck,impression,Mein erster Eindruck von der Stadt war positiv.,Psychology,Beginner,0
die,Erfahrung,experience,Sie verfügt über langjährige Erfahrung im Beruf.,General,Beginner,1
das,Erlebnis,experience (event),Die Reise war ein tolles Erlebnis für die Kinder.,General,Beginner,2
der,Gedanke,thought,Dieser Gedanke ist mir völlig neu.,Psychology,Beginner,0
die,Idee,idea,Ich habe eine großartige Idee für unser Projekt.,Psychology,Beginner,1
das,Gefühl,feeling,Ich habe das Gefühl, dass es bald regnen wird.,Psychology,Beginner,2
der,Instinkt,instinct,Man sollte sich öfter auf seinen Instinkt verlassen.,Psychology,Intermediate,0
die,Intuition,intuition,Meine Intuition sagte mir, dass etwas nicht stimmt.,Psychology,Advanced,1
das,Gewissen,conscience,Ein reines Gewissen ist ein sanftes Ruhekissen.,Psychology,Intermediate,2
der,Charakter,character/personality,Er hat einen sehr starken Charakter.,People,Beginner,0
die,Eigenschaft,trait/characteristic,Geduld ist eine wichtige Eigenschaft eines Lehrers.,People,Intermediate,1
das,Merkmal,feature/trait,Ein Merkmal dieses Vogels ist der rote Schnabel.,Nature,Intermediate,2
der,Vorteil,advantage,Der größte Vorteil ist die Zeitersparnis.,General,Beginner,0
die,Nachteil,disadvantage,Ein Nachteil ist die weite Entfernung.,General,Beginner,1
das,Risiko,risk,Wir dürfen kein unnötiges Risiko eingehen.,General,Beginner,2
der,Erfolg,success,Der Erfolg gibt ihm schließlich recht.,General,Beginner,0
die,Niederlage,defeat,Er musste eine bittere Niederlage einstecken.,General,Intermediate,1
der,Architekt,architect,Der Architekt zeichnet die Pläne für das neue Haus.,Professional,Beginner,0
die,Architektin,architect (female),Die Architektin überwacht die Baustelle.,Professional,Beginner,1
das,Gebäude,building,Das alte Gebäude wurde aufwendig renoviert.,Buildings,Beginner,2
der,Bauplan,blueprint/construction plan,Der Bauplan liegt im Büro des Meisters.,Construction,Intermediate,0
die,Baustelle,construction site,Auf der Baustelle wird den ganzen Tag gearbeitet.,Construction,Beginner,1
das,Gerüst,scaffolding,Die Maler stehen oben auf dem Gerüst.,Construction,Intermediate,2
der,Kran,crane,Der Kran hebt die schweren Stahlträger nach oben.,Construction,Beginner,0
die,Fassade,facade,Die Fassade des Hauses ist hellblau gestrichen.,Architecture,Intermediate,1
das,Fundament,foundation,Ein stabiles Fundament ist für jedes Haus wichtig.,Construction,Advanced,2
der,Ziegel,brick,Das Haus wurde aus roten Ziegeln gebaut.,Materials,Beginner,0
die,Mauer,wall (exterior),Die alte Mauer umschließt den gesamten Garten.,Architecture,Beginner,1
das,Dach,roof,Das Dach muss nach dem Sturm repariert werden.,Architecture,Beginner,2
der,Schornstein,chimney,Rauch steigt aus dem Schornstein auf.,Architecture,Intermediate,0
die,Dachrinne,gutter,Die Dachrinne ist mit Blättern verstopft.,Architecture,Advanced,1
das,Fensterbrett,windowsill,Die Blumen stehen auf dem Fensterbrett.,Architecture,Beginner,2
der,Rahmen,frame,Der Rahmen des Bildes ist aus Gold.,Home,Beginner,0
die,Isolierung,insulation,Eine gute Isolierung spart viel Heizenergie.,Construction,Intermediate,1
das,Rohr,pipe,Das Wasser fließt durch ein unterirdisches Rohr.,Construction,Intermediate,2
der,Abfluss,drain,Das Wasser im Abfluss läuft nur langsam ab.,Home,Intermediate,0
die,Leitung,cable/line/pipe,In der Wand verläuft eine elektrische Leitung.,Construction,Intermediate,1
das,Kabel,cable,Vorsicht, das Kabel liegt mitten im Weg.,Technology,Beginner,2
der,Stecker,plug,Stecken Sie den Stecker in die Steckdose.,Technology,Beginner,0
die,Steckdose,socket/outlet,Gibt es hier im Raum eine freie Steckdose?,Technology,Beginner,1
das,Licht,light,Mach bitte das Licht an, es ist dunkel.,Home,Beginner,2
der,Schalter,switch,Der Schalter für das Licht ist neben der Tür.,Home,Beginner,0
die,Heizung,heating,Im Winter stellen wir die Heizung höher.,Home,Beginner,1
das,Thermostat,thermostat,Regeln Sie die Wärme über das Thermostat.,Home,Intermediate,2
der,Bodenbelag,flooring,Wir haben uns für Parkett als Bodenbelag entschieden.,Home,Advanced,0
die,Fliese,tile,Die Fliesen in der Küche sind leicht zu reinigen.,Home,Beginner,1
das,Parkett,parquet/hardwood floor,Das Parkett glänzt nach der Reinigung wieder.,Home,Intermediate,2
der,Zement,cement,Der Zement muss erst mehrere Tage trocknen.,Materials,Intermediate,0
die,Säule,column/pillar,Das Dach wird von vier großen Säulen getragen.,Architecture,Intermediate,1
das,Gewölbe,vault/arch,Der Weinkeller hat ein wunderschönes altes Gewölbe.,Architecture,Advanced,2
der,Flur,hallway/corridor,Lass deine Schuhe bitte im Flur stehen.,Home,Beginner,0
die,Treppe,stairs,Ich nehme lieber die Treppe als den Aufzug.,Architecture,Beginner,1
das,Geländer,railing/handrail,Halt dich bitte am Geländer fest.,Architecture,Intermediate,2
der,Aufzug,elevator/lift,Der Aufzug ist wegen Wartungsarbeiten außer Betrieb.,Buildings,Beginner,0
die,Etage,floor/story,Unser Büro befindet sich in der dritten Etage.,Buildings,Beginner,1
das,Stockwerk,floor/story,In welchem Stockwerk wohnen Sie?,Buildings,Beginner,2
der,Keller,basement/cellar,Im Keller lagern wir unsere Vorräte.,Home,Beginner,0
die,Dachwohnung,attic apartment,Die Dachwohnung ist im Sommer sehr warm.,Buildings,Intermediate,1
das,Grundstück,property/plot of land,Das Grundstück bietet Platz für einen Garten.,Legal,Intermediate,2
der,Eigentümer,owner,Der Eigentümer des Hauses wohnt im Ausland.,Legal,Intermediate,0
die,Eigentümerin,owner (female),Die Eigentümerin möchte die Wohnung verkaufen.,Legal,Intermediate,1
das,Mietverhältnis,tenancy,Das Mietverhältnis beginnt am ersten März.,Legal,Advanced,2
der,Mietvertrag,lease/rental agreement,Unterschreiben Sie bitte hier den Mietvertrag.,Legal,Intermediate,0
die,Kaution,deposit,Die Kaution beträgt drei Monatsmieten.,Finance,Intermediate,1
das,Einfamilienhaus,detached house,Sie wohnen in einem kleinen Einfamilienhaus.,Buildings,Beginner,2
der,Altbau,old building,Die hohen Decken im Altbau sind sehr schön.,Buildings,Intermediate,0
die,Renovierung,renovation,Die Renovierung der Küche hat lange gedauert.,Home,Intermediate,1
der,Charakter,character/personality,Er hat einen ehrlichen Charakter.,People,Beginner,0
die,Persönlichkeit,personality,Sie ist eine bekannte Persönlichkeit im Fernsehen.,People,Intermediate,1
das,Verhalten,behavior/conduct,Sein Verhalten in der Schule hat sich verbessert.,Psychology,Beginner,2
der,Ehrgeiz,ambition,Ohne Ehrgeiz erreicht man seine Ziele selten.,Psychology,Intermediate,0
die,Geduld,patience,Beim Angeln braucht man viel Geduld.,Psychology,Beginner,1
das,Vertrauen,trust/confidence,Vertrauen ist die Basis jeder Freundschaft.,Psychology,Beginner,2
der,Mut,courage,Es braucht Mut, die Wahrheit zu sagen.,Psychology,Beginner,0
die,Angst,fear,Er hat große Angst vor Spinnen.,Psychology,Beginner,1
das,Mitleid,pity/compassion,Ich habe großes Mitleid mit den Opfern.,Psychology,Intermediate,2
der,Respekt,respect,Behandle andere Menschen mit Respekt.,Social,Beginner,0
die,Höflichkeit,politeness,Höflichkeit kostet nichts und bewirkt viel.,Social,Intermediate,1
das,Geheimnis,secret,Kannst du ein Geheimnis für dich behalten?,Social,Beginner,2
der,Streit,argument/quarrel,Wegen Kleinigkeiten gibt es oft Streit.,Social,Beginner,0
die,Versöhnung,reconciliation,Nach dem Streit kam es schnell zur Versöhnung.,Social,Advanced,1
das,Gespräch,conversation,Wir müssen ein ernstes Gespräch führen.,Social,Beginner,2
der,Humor,humor,Er hat einen sehr trockenen Humor.,General,Beginner,0
die,Ironie,irony,In seiner Stimme lag ein Unterton von Ironie.,General,Intermediate,1
das,Lächeln,smile,Ein freundliches Lächeln öffnet viele Türen.,People,Beginner,2
der,Ernst,seriousness,In seinem Blick lag tiefer Ernst.,General,Intermediate,0
die,Sorge,worry/concern,Mach dir keine Sorgen um die Zukunft.,Psychology,Beginner,1
das,Glück,luck/happiness,Ich wünsche dir viel Glück für die Prüfung.,Psychology,Beginner,2
der,Stolz,pride,Sie blickte mit Stolz auf ihr fertiges Werk.,Psychology,Intermediate,0
die,Eifersucht,jealousy,Eifersucht kann eine Beziehung zerstören.,Psychology,Intermediate,1
das,Vergnügen,pleasure/enjoyment,Es war mir ein großes Vergnügen.,Leisure,Intermediate,2
der,Zorn,wrath/anger,Sein Gesicht war rot vor Zorn.,Psychology,Intermediate,0
die,Wut,rage/fury,Sie schrie vor Wut über den Fehler.,Psychology,Beginner,1
das,Bedürfnis,need/requirement,Er hat das Bedürfnis nach Ruhe.,Psychology,Intermediate,2
der,Wunsch,wish/desire,Hast du einen besonderen Wunsch zum Geburtstag?,General,Beginner,0
die,Sehnsucht,longing/yearning,Sie hat große Sehnsucht nach ihrer Heimat.,Psychology,Intermediate,1
das,Ziel,goal/target,Wir haben unser Ziel fast erreicht.,General,Beginner,2
der,Zweck,purpose,Was ist der Zweck dieser Veranstaltung?,General,Intermediate,0
die,Absicht,intention,Das war keine Absicht, es war ein Versehen.,General,Intermediate,1
das,Versehen,oversight/mistake,Entschuldigung, das war ein Versehen.,General,Intermediate,2
der,Zufall,coincidence,Dass wir uns hier treffen, ist ein schöner Zufall.,General,Beginner,0
die,Gefahr,danger,In den Bergen besteht bei Nebel große Gefahr.,General,Beginner,1
das,Risiko,risk,Das finanzielle Risiko ist zu hoch.,Finance,Beginner,2
der,Umgang,handling/social contact,Der Umgang mit Kindern bereitet ihr Freude.,Social,Intermediate,0
die,Beziehung,relationship,Die Beziehung zwischen den Nachbarn ist gut.,Social,Beginner,1
das,Verhältnis,ratio/relationship,Er hat ein enges Verhältnis zu seinem Bruder.,Social,Intermediate,2
der,Einfluss,influence,Er hat einen großen Einfluss auf die Politik.,Social,Intermediate,0
die,Macht,power/might,Wissen ist Macht.,Social,Beginner,1
das,Recht,right/law,Jeder hat das Recht auf freie Meinung.,Legal,Beginner,2
der,Zwang,compulsion/force,Er tat es ohne äußeren Zwang.,Social,Advanced,0
die,Pflicht,duty/obligation,Es ist meine Pflicht, dir zu helfen.,Social,Beginner,1
das,Verbot,prohibition,In diesem Gebäude herrscht Rauchverbot.,Legal,Beginner,2
der,Druck,pressure,Der Chef übt großen Druck auf die Mitarbeiter aus.,General,Intermediate,0
die,Entwicklung,development,Die Entwicklung der Technik ist rasant.,General,Intermediate,1
das,Wachstum,growth,Das wirtschaftliche Wachstum hat sich verlangsamt.,Finance,Intermediate,2
der,Fortschritt,progress,Wir machen gute Fortschritte beim Projekt.,General,Intermediate,0
die,Zukunft,future,Niemand weiß, was die Zukunft bringt.,Time,Beginner,1
article,german_word,english_meaning,example_sentence,category,difficulty,gender_code
der,Aspekt,aspect,Ein wichtiger Aspekt der Forschung wurde übersehen.,General,Intermediate,0
die,Perspektive,perspective,Aus dieser Perspektive sieht die Sache anders aus.,General,Intermediate,1
das,Prinzip,principle,Das ist eine Frage des Prinzips.,Philosophy,Intermediate,2
der,Zusammenhang,context/connection,Ich sehe keinen Zusammenhang zwischen den Taten.,General,Intermediate,0
die,Schlussfolgerung,conclusion/inference,Welche Schlussfolgerung ziehen Sie daraus?,Logic,Advanced,1
das,Argument,argument,Das ist ein sehr überzeugendes Argument.,Logic,Beginner,2
der,Einwand,objection,Haben Sie einen Einwand gegen diesen Plan?,Logic,Advanced,0
die,Begründung,justification/reasoning,Seine Begründung für das Fehlen war schwach.,Logic,Intermediate,1
das,Kriterium,criterion,Das wichtigste Kriterium ist die Qualität.,General,Advanced,2
der,Maßstab,standard/benchmark,Wir setzen hohe Maßstäbe für unsere Produkte.,General,Intermediate,0
die,Voraussetzung,requirement/prerequisite,Gute Noten sind eine Voraussetzung für das Studium.,General,Intermediate,1
das,Merkmal,characteristic/feature,Ein Merkmal von Gold ist sein Glanz.,General,Intermediate,2
der,Hinweis,hint/clue,Die Polizei hat einen wichtigen Hinweis erhalten.,General,Beginner,0
die,Annahme,assumption/acceptance,Das ist bisher nur eine reine Annahme.,General,Intermediate,1
das,Vorurteil,prejudice,Er kämpft täglich gegen Vorurteile.,Social,Intermediate,2
der,Tellerrand,horizon (idiomatic),Man sollte öfter über den Tellerrand schauen.,General,Advanced,0
die,Erkenntnis,insight/finding,Diese neue Erkenntnis ändert alles.,Science,Advanced,1
das,Fazit,conclusion/summary,Das Fazit des Berichts ist eindeutig.,General,Intermediate,2
der,Umfang,scope/extent,Der Umfang der Katastrophe ist noch unklar.,General,Intermediate,0
die,Tendenz,tendency/trend,Die Tendenz geht klar zum Homeoffice.,General,Intermediate,1
das,Potenzial,potential,In dieser Idee steckt viel Potenzial.,General,Intermediate,2
der,Ersatz,replacement/substitute,Wir brauchen schnell einen Ersatz für den Motor.,General,Intermediate,0
die,Alternative,alternative,Gibt es eine preiswertere Alternative dazu?,General,Beginner,1
das,Gegenteil,opposite,Er behauptet genau das Gegenteil.,General,Beginner,2
der,Kontrast,contrast,Der Kontrast zwischen Licht und Schatten ist stark.,Arts,Intermediate,0
die,Differenz,difference (math/logic),Die Differenz beträgt genau hundert Euro.,Finance,Advanced,1
das,Detail,detail,Teufel steckt oft im Detail.,General,Beginner,2
der,Schwerpunkt,focus/emphasis,Der Schwerpunkt liegt auf der Sicherheit.,Education,Intermediate,0
die,Priorität,priority,Gesundheit hat für mich oberste Priorität.,General,Intermediate,1
das,Hindernis,obstacle,Wir müssen jedes Hindernis aus dem Weg räumen.,General,Intermediate,2
der,Kompromiss,compromise,In einer Ehe muss man Kompromisse schließen.,Social,Intermediate,0
die,Einigung,agreement/settlement,Die Parteien erzielten eine schnelle Einigung.,Social,Advanced,1
das,Abkommen,treaty/agreement,Das internationale Abkommen wurde unterzeichnet.,Politics,Advanced,2
der,Widerstand,resistance,Der Widerstand gegen das Projekt wächst.,Politics,Intermediate,0
die,Konsequenz,consequence,Sein Handeln blieb nicht ohne Konsequenz.,General,Intermediate,1
das,Risiko,risk,Man sollte kein unnötiges Risiko eingehen.,General,Beginner,2
der,Vorgang,process/occurrence,Beschreiben Sie bitte den chemischen Vorgang.,Science,Intermediate,0
die,Ablauf,procedure/sequence,Der zeitliche Ablauf steht bereits fest.,General,Intermediate,1
das,Stadium,stage/phase,Der Bau ist in einem fortgeschrittenen Stadium.,General,Advanced,2
der,Zustand,condition/state,Das Haus ist in einem sehr guten Zustand.,General,Beginner,0
die,Struktur,structure,Die Struktur der Firma wurde verändert.,Industry,Intermediate,1
das,System,system,Das politische System ist sehr stabil.,Politics,Beginner,2
der,Bestandteil,component/part,Wasser ist ein wichtiger Bestandteil des Körpers.,General,Intermediate,0
die,Grundlage,basis/foundation,Vertrauen ist die Grundlage jeder Ehe.,Social,Intermediate,1
das,Element,element,Das ist ein wichtiges Element der Geschichte.,General,Beginner,2
der,Bereich,area/field,Er arbeitet im Bereich der Forschung.,General,Beginner,0
die,Zone,zone,In dieser Zone ist Parken verboten.,General,Beginner,1
das,Gebiet,territory/field,In diesem Gebiet kenne ich mich gut aus.,Geography,Intermediate,2
der,Rahmen,framework/frame,Im Rahmen der Feier gab es ein Konzert.,General,Intermediate,0
die,Grenze,limit/border,Wir müssen unsere Grenzen kennen.,General,Beginner,1
der,Säugetier,mammal,Der Wal ist das größte Säugetier der Erde.,Nature,Intermediate,0
die,Gattung,genus/species,Diese Blume gehört zu einer seltenen Gattung.,Nature,Advanced,1
das,Lebewesen,living being/creature,Jedes Lebewesen braucht Wasser zum Überleben.,Nature,Intermediate,2
der,Nachkomme,offspring/descendant,Die Vögel füttern ihre hungrigen Nachkommen.,Nature,Advanced,0
die,Fortpflanzung,reproduction,Frühling ist die Zeit der Fortpflanzung.,Nature,Advanced,1
das,Ökosystem,ecosystem,Das Wattenmeer ist ein einzigartiges Ökosystem.,Nature,Advanced,2
der,Lebensraum,habitat,Durch Waldrodung verlieren Tiere ihren Lebensraum.,Environment,Intermediate,0
die,Artenvielfalt,biodiversity,Die Artenvielfalt im Regenwald ist beeindruckend.,Environment,Advanced,1
das,Skelett,skeleton,Das Skelett besteht aus über zweihundert Knochen.,Body,Intermediate,2
der,Schädel,skull,Der Schädel schützt das empfindliche Gehirn.,Body,Intermediate,0
die,Flosse,fin,Der Haifisch bewegt seine große Rückenflosse.,Nature,Intermediate,1
das,Geweih,antlers,Der Hirsch trägt ein prächtiges Geweih.,Nature,Intermediate,2
der,Schnabel,beak/bill,Der Pelikan hat einen sehr großen Schnabel.,Nature,Beginner,0
die,Kralle,claw,Die Katze fährt ihre Krallen aus.,Nature,Intermediate,1
das,Fell,fur/coat,Der Eisbär hat ein dichtes, weißes Fell.,Nature,Beginner,2
der,Huf,hoof,Das Pferd braucht ein neues Hufeisen.,Nature,Intermediate,0
die,Pfote,paw,Der Hund gibt seinem Besitzer die Pfote.,Nature,Beginner,1
das,Nest,nest,Die Schwalben bauen ihr Nest unter dem Dach.,Nature,Beginner,2
der,Bau,burrow/den,Der Fuchs verschwindet in seinem Bau.,Nature,Intermediate,0
die,Herde,herd,Eine große Herde Elefanten zieht durch die Savanne.,Nature,Beginner,1
